,owner,asset_description,asset_type,type,amount,comment,senator,ptr_link,id,min_amount,max_amount,Open,High,Low,Close,Volume,Adjusted,Error_message_x,transaction_date,ticker,o_c_perc,h_l_perc,Error_message_y,1_Week_O,1_Week_C,1_Week_H,1_Week_L,1_Week_V,1_Week_A,1_Week_o_p,1_Week_c_p,Error_message,1_Month_O,1_Month_C,1_Month_H,1_Month_L,1_Month_V,1_Month_A,1_Month_o_p,1_Month_c_p
1922,Joint,Intel Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3108,1001,15000.0,51.27,52.299999,51.0,52.189999,32727900.0,49.482162,None,03/09/2018,INTC,-0.017944197386385745,-0.025490176470588228,None,51.169998,51.169998,51.700001,50.990002000000004,42559800.0,48.515083000000004,0.0019504973668812847,0.0195439934766046,None,49.790001000000004,48.790001000000004,50.400002,48.5,28215200.0,46.258571999999994,0.02886676418958454,0.06514654273129986
1923,Joint,Illinois Tool Works Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3109,1001,15000.0,167.179993,171.08999599999999,166.529999,170.300003,2205000.0,160.44368,None,03/09/2018,ITW,-0.018662580037313484,-0.027382435761619032,None,170.639999,170.96000700000002,171.830002,169.699997,1940600.0,161.06546,-0.020696292288994132,-0.0038755372188690736,None,157.08999599999999,152.600006,157.649994,151.33999599999999,1514800.0,144.492203,0.06035409392558122,0.10393421425835205
1924,Joint,IQVIA Holdings Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3111,1001,15000.0,103.779999,105.660004,102.980003,105.599998,955200.0,105.599998,None,03/09/2018,IQV,-0.017537088239902524,-0.026024479723505196,None,105.269997,105.690002,106.0,104.93,928100.0,105.690002,-0.014357275143161255,-0.000852310622202924,None,96.540001,94.849998,96.959999,94.260002,964800.0,94.849998,0.06976294150860417,0.10179924435225841
1925,Joint,Honeywell International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3112,1001,15000.0,145.693878,148.05166599999998,145.300919,147.802475,3009600.0,141.85763500000002,None,03/09/2018,HON,-0.014472790682392121,-0.018931380606064783,None,145.003799,145.473434,146.106018,145.003799,4516800.0,139.622269,0.004736499635214772,0.015757794312984203,None,139.138092,136.809052,139.856918,135.60141000000002,2992100.0,131.306396,0.04499699019611525,0.07437915366437524
1926,Joint,FedEx Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3113,1001,15000.0,242.42999300000002,247.38999900000002,240.940002,247.11999500000002,1644700.0,240.02044700000002,None,03/09/2018,FDX,-0.01934579934587546,-0.026770137571427533,None,248.49000499999997,252.02999900000003,254.11999500000002,248.020004,2167000.0,252.02999900000003,-0.024996956544068964,-0.019868906196764916,None,239.27999900000003,234.289993,239.63000499999998,231.710007,1447000.0,234.289993,0.012993417031530386,0.051918105615047484
1927,Joint,Danaher Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3114,1001,15000.0,102.129997,104.07,101.66999799999999,103.739998,3475000.0,102.445953,None,03/09/2018,DHR,-0.015764232324416858,-0.023605803552784577,None,102.510002,101.93,102.66999799999999,101.889999,2509200.0,100.658524,-0.003720797132697429,0.017447445873287882,None,98.529999,96.660004,99.019997,95.769997,1804100.0,95.611572,0.03524917365854813,0.0682474854105935
1928,Joint,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3115,1001,15000.0,186.5,188.639999,184.220001,188.580002,3288100.0,184.489914,None,03/09/2018,COST,-0.011152825737265455,-0.023993040799082356,None,186.179993,185.869995,186.25,184.470001,3569400.0,181.83866899999998,0.0017158552278820586,0.014370595881105244,None,185.33999599999999,183.96000700000002,187.25,183.100006,2259000.0,179.970123,0.006219860589812412,0.02449885964048292
1929,Joint,CVS Health Corporation,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3117,1001,15000.0,68.769997,69.370003,68.230003,69.269997,5795600.0,64.53933,None,03/09/2018,CVS,-0.007270612502716846,-0.016708192142392265,None,66.089996,65.650002,66.449997,65.650002,15281600.0,61.166561,0.03897049755578736,0.05225920538151608,None,64.370003,63.380001,64.769997,62.860001000000004,5114800.0,59.051579000000004,0.06398130277655831,0.08502954027845566
1930,Joint,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3118,1001,15000.0,177.96000700000002,180.0,177.389999,179.979996,32185200.0,174.517639,None,03/09/2018,AAPL,-0.01135080310487952,-0.014713349200706695,None,178.649994,178.020004,179.119995,177.619995,39404700.0,172.61715700000002,-0.003877202589680577,0.010890054692522605,None,170.970001,168.380005,172.479996,168.199997,35005300.0,163.269745,0.039278521718646715,0.06445155716083019
1931,Joint,"Analog Devices, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3119,1001,15000.0,93.300003,94.849998,93.300003,94.730003,2768700.0,90.954185,None,03/09/2018,ADI,-0.01532690197233962,-0.016613021973857767,None,94.099998,94.150002,95.010002,93.760002,4067800.0,90.397293,-0.008574437023329952,0.006122674777071376,None,89.849998,88.309998,90.480003,88.129997,2294300.0,84.79007,0.03697754436299433,0.0677716119147595
1932,Joint,Amgen Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,3120,1001,15000.0,188.0,191.380005,186.320007,191.100006,5674100.0,180.248413,None,03/09/2018,AMGN,-0.016489393617021317,-0.027157566605286825,None,189.75,188.240005,190.25,187.229996,16878400.0,177.550812,-0.009308510638297872,0.014965991157530424,None,170.860001,168.139999,171.720001,166.199997,3747800.0,158.592163,0.09117020744680845,0.12014655300429461
1933,Spouse,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,3121,1001,15000.0,29.299999,29.309998999999998,28.91,28.91,4412300.0,26.151466,None,02/28/2018,RHHBY,0.013310546529370174,-0.01383600830162565,None,29.879998999999998,30.120001000000002,30.190001000000002,29.860001,3379400.0,27.290478000000004,-0.01979522251860822,-0.041854064337599514,None,28.42,28.799999,28.98,28.35,1351100.0,27.059269,0.030034096588194354,0.0038049463853338105
1934,Spouse,State Street Corporation,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,3122,1001,15000.0,107.25,108.800003,106.839996,107.16999799999999,3284000.0,100.662933,None,02/27/2018,STT,-0.0007459393939394634,0.01834525527312828,None,106.269997,105.459999,106.510002,105.110001,2139300.0,99.05675500000001,-0.009137557109557076,-0.015955948790817336,None,101.970001,98.959999,102.059998,98.139999,2083900.0,92.951431,-0.049230759906759944,-0.07660725159293179
1935,Spouse,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,3125,1001,15000.0,67.610001,67.980003,66.75,66.75,6623600.0,58.124725,None,02/27/2018,OXY,0.012720026435142294,-0.018427011235955002,None,66.449997,65.660004,66.510002,65.559998,4435300.0,57.175568000000005,0.017157284171612434,0.01632952808988763,None,67.32,65.82,67.620003,65.440002,5378600.0,57.999966,0.004289321042903161,0.013932584269663024
1936,Spouse,Cerner Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,3126,1001,15000.0,64.540001,65.41999799999999,63.950001,63.950001,2582900.0,63.278769999999994,None,02/27/2018,CERN,0.009141617459844839,-0.02298666109481362,None,64.639999,64.980003,65.050003,64.41999799999999,2631900.0,64.297958,-0.0015493956995755137,-0.016106364095287443,None,58.130001,57.650002,58.41,57.16,4375900.0,57.044899,0.09931825070780528,0.09851444724762397
1937,Self,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",--,Shelley M Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,3127,1001,15000.0,105.559998,106.339996,104.910004,105.059998,1791900.0,98.84676400000001,None,02/21/2018,BUD,-0.004736642757420287,0.013630654327303225,None,107.540001,106.18,108.110001,106.18,2137500.0,99.90052800000001,0.018757133739240983,0.01066059414925949,None,111.129997,110.230003,111.5,110.150002,1735300.0,103.711021,0.05276619084437658,0.049210023780887596
1938,Self,"Neurotrope, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7a09d93e-a0f5-4522-8735-eaf5c10b0f99/,3128,1001,15000.0,8.59,8.59,7.79,8.36,30700.0,8.36,None,02/15/2018,NTRP,-0.026775320139697373,0.10269576379974324,None,8.41,8.65,8.65,8.4,43300.0,8.65,-0.02095459837019787,0.034688995215311116,None,8.875,8.32,8.99,8.31,4200.0,8.32,0.0331781140861467,-0.004784688995215209
1939,Self,Revere Bank,Stock,Sale (Full),"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/7a09d93e-a0f5-4522-8735-eaf5c10b0f99/,3129,1001,15000.0,29.4,29.4,29.4,29.4,500.0,29.4,None,02/08/2018,REVB,-0.0,-0.0,None,29.4,29.4,29.4,29.4,0.0,29.4,-0.0,-0.0,None,29.5,29.5,29.5,29.5,0.0,29.5,-0.0034013605442177355,-0.0034013605442177355
1940,Self,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/,3132,1001,15000.0,75.07,75.25,71.800003,71.870003,24941100.0,67.47753900000001,None,02/08/2018,C,-0.042626841614493094,0.048050095485372,None,77.18,77.08000200000001,77.459999,76.400002,11066400.0,72.36910999999999,0.028107100039962887,0.07249198250346547,None,74.139999,74.110001,74.230003,73.129997,10878600.0,69.580627,-0.012388450779272548,0.03116735642824448
1942,Joint,AMERCO,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3135,1001,15000.0,349.0,351.109985,343.130005,344.0,151800.0,340.644897,None,02/28/2018,UHAL,-0.014326647564469915,0.02325643308284862,None,330.440002,329.079987,330.869995,327.609985,80600.0,325.870422,-0.053180510028653316,-0.04337213081395344,None,341.769989,342.77999900000003,348.070007,341.769989,50700.0,339.933716,-0.02071636389684811,-0.0035465145348836276
1943,Joint,"Discovery Communications, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3139,1001,15000.0,24.040001,25.25,23.950001,25.17,7395200.0,25.17,None,02/26/2018,DISCA,-0.04700494812791403,-0.05427970545804986,None,24.42,24.540001,24.85,24.309998999999998,5975800.0,24.540001,-0.01580694609788084,0.025029757647993704,None,21.370001000000002,21.74,21.809998999999998,20.98,9728400.0,21.74,0.1110648872269181,0.13627334127930088
1944,Joint,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3141,1001,15000.0,30.77,31.459999,30.24,31.43,11877800.0,30.408293,None,02/23/2018,DVN,0.02144946376340592,0.040343882275132324,None,30.4,31.360001,31.42,29.969998999999998,9107600.0,30.340574,-0.012024699382515469,-0.0022271396754692733,None,32.48,32.23,33.080002,32.099998,8514900.0,31.23945,0.05557361065973342,0.025453388482341622
1945,Joint,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3142,1001,15000.0,35.93,36.299999,35.830002,36.259997999999996,17020900.0,33.391434000000004,None,02/23/2018,PFE,-0.009184469802393439,-0.013117414841338812,None,35.549999,35.950001,36.07,35.400002,21130300.0,33.105953,0.010576148065683274,0.008549283427980213,None,35.490002000000004,34.490002000000004,35.5,34.439999,27880200.0,31.761457,0.012245978291121505,0.04881401262073958
1946,Joint,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3143,1001,15000.0,35.830002,36.080002,35.27,35.380001,1071000.0,35.380001,None,02/22/2018,URBN,0.012559335051111644,-0.02296574992911815,None,35.169998,35.16,35.720001,34.330002,1788100.0,35.16,0.018420428779211365,0.006218230463023544,None,36.189999,36.009997999999996,36.700001,35.689999,1259100.0,36.009997999999996,-0.010047361984517889,-0.017806585138310085
1947,Joint,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3144,1001,15000.0,14.5,14.89,14.43,14.51,959600.0,14.51,None,02/22/2018,KN,-0.0006896551724137784,-0.03187803187803194,None,14.44,14.4,14.77,14.32,729800.0,14.4,0.0041379310344827926,0.007580978635423807,None,13.15,12.96,13.3,12.96,978200.0,12.96,0.09310344827586205,0.10682288077188139
1948,Joint,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3145,1001,15000.0,31.129998999999998,33.209998999999996,30.25,30.57,31052300.0,29.57625,None,02/21/2018,DVN,-0.017989046514264192,0.09785120661157012,None,31.92,30.67,32.189999,30.66,12820800.0,29.672998,0.025377482344281596,0.003271180896303612,None,31.780001000000002,32.919998,33.299999,31.65,10172400.0,31.908239000000002,0.020880244808231578,0.07687268563951584
1949,Joint,"United Parcel Service, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3146,1001,15000.0,106.25,106.650002,104.33000200000001,104.709999,5228600.0,97.82639300000001,None,02/20/2018,UPS,-0.014494127058823565,0.02223713175046228,None,108.239998,105.690002,108.559998,105.68,3605100.0,98.741966,0.01872939294117647,0.009359211243999827,None,108.639999,108.029999,109.33000200000001,107.519997,2513000.0,100.928139,0.022494108235294148,0.03170661858186063
1950,Joint,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3147,1001,15000.0,14.21,14.5,14.2,14.3,986600.0,14.3,None,02/16/2018,KN,-0.006333567909922579,-0.021126760563380333,None,14.6,14.55,14.61,14.44,517800.0,14.55,-0.027445460942997803,-0.01748251748251748,None,13.79,13.93,14.02,13.68,1660600.0,13.93,0.029556650246305535,0.025874125874125943
1951,Joint,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3148,1001,15000.0,13.66,14.15,13.63,14.11,1769600.0,14.11,None,02/14/2018,KN,-0.032942898975109755,-0.038151137197358735,None,14.44,14.48,14.67,14.4,1179400.0,14.48,-0.05710102489019029,-0.026222537207654217,None,14.37,14.0,14.38,13.98,1000300.0,14.0,-0.05197657393850652,0.007795889440113355
1952,Joint,Exxon Mobil Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3149,15001,50000.0,76.099998,76.75,75.730003,76.300003,11926600.0,68.30609100000001,None,02/13/2018,XOM,-0.002628186665655424,-0.013468862532594956,None,76.470001,75.75,77.470001,75.459999,13387300.0,67.813713,-0.004862063202682305,0.007208426977388242,None,75.33000200000001,74.529999,75.82,74.25,13739700.0,66.721535,0.010118213143711146,0.023197954526948054
1953,Joint,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3150,15001,50000.0,105.989998,108.769997,105.5,107.559998,7557900.0,99.64475300000001,None,02/13/2018,UPS,0.014812718460472026,0.030995232227488186,None,106.25,104.709999,106.650002,104.33000200000001,5228600.0,97.82639300000001,0.002453080525579405,-0.026496830169148916,None,109.699997,109.33000200000001,110.559998,109.120003,3517900.0,102.142685,0.035003293423970024,0.016455969067608336
1954,Joint,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3151,15001,50000.0,33.200001,33.68,32.950001,33.5,3411600.0,30.751623,None,02/13/2018,SU,0.009036114185659201,0.022154748948262533,None,34.540001000000004,34.66,35.119999,34.529999,3970400.0,31.816456,0.04036144456742647,0.034626865671641686,None,32.599998,32.57,32.93,32.459998999999996,3250500.0,30.155106,-0.018072378973723553,-0.02776119402985074
1955,Joint,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3157,1001,15000.0,29.5,30.059998999999998,28.51,29.82,656100.0,23.120094,None,02/09/2018,SUN,0.010847457627118653,0.054366853735531254,None,30.870001000000002,30.41,30.959999,30.219998999999998,130800.0,23.580370000000002,0.04644071186440685,0.019785378940308514,None,27.700001,27.84,27.889999,27.07,677000.0,21.587555,-0.061016915254237275,-0.06639839034205233
1956,Joint,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3158,1001,15000.0,29.5,30.059998999999998,28.51,29.82,656100.0,23.120094,None,02/09/2018,SUN,0.010847457627118653,0.054366853735531254,None,30.870001000000002,30.41,30.959999,30.219998999999998,130800.0,23.580370000000002,0.04644071186440685,0.019785378940308514,None,27.700001,27.84,27.889999,27.07,677000.0,21.584954999999997,-0.061016915254237275,-0.06639839034205233
1957,Joint,Exxon Mobil Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3159,15001,50000.0,76.25,76.480003,73.900002,75.779999,29491600.0,67.84056899999999,None,02/09/2018,XOM,0.006163947540983559,-0.034912055888712906,None,76.150002,76.540001,77.120003,75.849998,13722400.0,68.520943,0.0013114491803278606,-0.01002905793123592,None,74.82,74.559998,75.059998,74.209999,19714100.0,66.74839,0.01875409836065583,0.016099248035091825
1958,Joint,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3160,1001,15000.0,32.970001,35.66,32.93,34.23,5069300.0,34.23,None,02/09/2018,URBN,-0.038216529019819964,-0.08290312784694798,None,35.849998,35.380001,36.490002000000004,35.25,1331700.0,35.380001,-0.08735204466630121,-0.03359628980426536,None,35.110001000000004,35.880001,35.91,35.009997999999996,2237300.0,35.880001,-0.0649074896904007,-0.04820335962605911
1959,Joint,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3161,50001,100000.0,108.099998,108.110001,103.809998,106.389999,11369600.0,98.56084399999999,None,02/09/2018,UPS,-0.015818677443453756,0.04142185803721915,None,107.110001,106.400002,107.660004,105.900002,6119600.0,99.405289,-0.009158159281372072,9.402199543208512e-05,None,109.529999,110.379997,110.41999799999999,108.910004,3201900.0,103.123657,0.013228501632349746,0.037503506321115765
1960,Joint,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3162,15001,50000.0,33.400002,33.93,32.32,33.68,9338500.0,30.916854999999998,None,02/09/2018,SU,0.008383173150708167,0.049814356435643546,None,33.779999,34.529999,34.630001,33.779999,4385900.0,31.697117,0.011377155007355866,0.025237499999999906,None,32.759997999999996,32.560001,32.84,32.419998,3111400.0,30.145846999999996,-0.01916179525977288,-0.0332541270783848
1961,Joint,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3163,1001,15000.0,20.219998999999998,20.6,19.48,19.57,34493600.0,18.061829,None,02/08/2018,HBI,-0.03214634184699997,0.057494866529774175,None,21.139999,20.719998999999998,21.18,20.4,6023200.0,19.123199,0.04549950769038128,0.058763362289218066,None,20.440001000000002,19.540001,20.48,19.41,4894200.0,18.165649,0.010880415968368964,-0.001532907511497195
1962,Joint,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3164,1001,15000.0,19.040001,19.040001,17.9,17.9,16345400.0,16.606934,None,02/08/2018,RF,-0.05987399895619762,0.0636872067039107,None,19.49,19.48,19.57,19.23,8832400.0,18.072794000000002,0.023634400019201588,0.08826815642458112,None,19.85,19.76,19.940001000000002,19.450001,7466500.0,18.415979,0.04254196205136761,0.10391061452513985
1963,Joint,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3165,1001,15000.0,26.0,26.93,25.950001,26.66,2529500.0,21.997259,None,02/06/2018,SHLX,0.02538461538461539,0.03776489257168042,None,25.950001,26.040001,26.43,25.802,715800.0,21.485692999999998,-0.0019230384615384493,-0.023255776444111028,None,24.950001,25.01,25.02,24.68,641100.0,20.635839,-0.04038457692307691,-0.06189047261815449
1964,Joint,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3167,1001,15000.0,29.110001,31.23,28.92,30.27,3701400.0,30.27,None,02/06/2018,AXTA,0.03984881347135643,0.07987551867219912,None,30.540001,31.0,31.110001,30.5,1734600.0,31.0,0.0491240106793538,0.024116286752560306,None,31.530001000000002,31.9,32.279999,31.370001000000002,1442400.0,31.9,0.08313294114967573,0.05384869507763459
1965,Joint,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3168,1001,15000.0,37.73,39.23,37.23,38.380001,8520400.0,37.132366,None,02/06/2018,DVN,0.017227696793003,0.05372011818426001,None,35.369999,34.57,35.389998999999996,34.400002,4890000.0,33.446224,-0.06254972170686449,-0.09927047682984687,None,32.16,31.33,32.220001,31.26,6937100.0,30.311546000000003,-0.14762788232175988,-0.18368944284290148
1966,Joint,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3169,1001,15000.0,37.73,39.23,37.23,38.380001,8520400.0,37.132366,None,02/06/2018,DVN,0.017227696793003,0.05372011818426001,None,35.369999,34.57,35.389998999999996,34.400002,4890000.0,33.446224,-0.06254972170686449,-0.09927047682984687,None,32.16,31.33,32.220001,31.26,6937100.0,30.311546000000003,-0.14762788232175988,-0.18368944284290148
1967,Joint,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3170,1001,15000.0,13.62,14.359000000000002,13.6,14.33,4802300.0,14.33,None,02/06/2018,FEYE,0.05212922173274603,0.055808823529411924,None,15.8,16.530001000000002,16.59,15.76,6523000.0,16.530001000000002,0.16005873715124827,0.15352414515003504,None,17.870001000000002,17.74,17.969998999999998,17.68,4283000.0,17.74,0.312041189427313,0.2379623168178645
1968,Joint,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3171,1001,15000.0,29.120001000000002,30.110001,28.950001,29.799999,17326800.0,28.081159999999997,None,02/06/2018,GLW,0.023351578868420972,0.040069083244591255,None,29.35,29.24,29.459999,29.120001000000002,5822400.0,27.553463,0.007898317036458873,-0.018791913382279014,None,29.08,29.200001,29.309998999999998,29.0,5147400.0,27.682816,-0.0013736606671134292,-0.020134161749468495
1969,Joint,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3172,1001,15000.0,31.6,33.5,31.200001,33.080002,4244000.0,33.080002,None,02/06/2018,URBN,-0.04683550632911389,-0.07371791430391299,None,33.639998999999996,34.139998999999996,34.34,33.43,1471800.0,34.139998999999996,-0.06455693037974666,-0.03204343820777265,None,36.619999,36.98,37.18,35.959998999999996,5279600.0,36.98,-0.1588607278481012,-0.11789594208609772
1970,Joint,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,3173,1001,15000.0,18.09,18.77,17.73,18.67,20334900.0,17.321308,None,02/06/2018,RF,0.03206191265892769,0.05865764241398754,None,18.34,18.85,18.889999,18.26,13246400.0,17.488301999999997,0.013819789939192924,0.009641135511515785,None,19.799999,19.9,19.940001000000002,19.549999,7795300.0,18.462454,0.09452730790491984,0.06588109266202447
